column1,column2,column3,column4,column5,column6,column7,column8,column9
LocID,Location,Time,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
826,United Kingdom,1955,35-39,35,5,1664.705,1726.657,3391.362
840,United States of America,1955,35-39,35,5,6028.338,6073.502,12101.84
826,United Kingdom,1954,35-39,35,5,1683.364,1748.767,3432.131
840,United States of America,1954,35-39,35,5,5954.215,6004.418,11958.633
826,United Kingdom,1953,35-39,35,5,1732.568,1799.8,3532.368
840,United States of America,1953,35-39,35,5,5895.227,5952.3,11847.527
826,United Kingdom,1952,35-39,35,5,1798.186,1865.204,3663.39
840,United States of America,1952,35-39,35,5,5842.519,5906.139,11748.658
826,United Kingdom,1951,35-39,35,5,1860.96,1924.69,3785.65
840,United States of America,1951,35-39,35,5,5790.501,5856.618,11647.119
826,United Kingdom,1950,35-39,35,5,1917.362,1973.06,3890.422
840,United States of America,1950,35-39,35,5,5750.957,5811.561,11562.518
826,United Kingdom,1950,40-44,40,5,1916.423,1962.035,3878.458
840,United States of America,1950,40-44,40,5,5327.98,5354.257,10682.237
826,United Kingdom,1951,40-44,40,5,1906.549,1959.6,3866.149
840,United States of America,1951,40-44,40,5,5348.875,5396.21,10745.085
826,United Kingdom,1952,40-44,40,5,1903.575,1964.688,3868.263
840,United States of America,1952,40-44,40,5,5392.215,5455.126,10847.341
826,United Kingdom,1953,40-44,40,5,1896.268,1965.262,3861.53
840,United States of America,1953,40-44,40,5,5469.548,5540.657,11010.205
826,United Kingdom,1954,40-44,40,5,1876.874,1952.263,3829.137
840,United States of America,1954,40-44,40,5,5570.724,5642.662,11213.386
826,United Kingdom,1955,40-44,40,5,1843.295,1922.955,3766.25
840,United States of America,1955,40-44,40,5,5673.244,5740.898,11414.142
826,United Kingdom,1956,40-44,40,5,1806.429,1886.609,3693.038
840,United States of America,1956,40-44,40,5,5752.418,5826.217,11578.635
826,United Kingdom,1957,40-44,40,5,1750.94,1829.149,3580.089
840,United States of America,1957,40-44,40,5,5798.349,5875.222,11673.571
826,United Kingdom,1958,40-44,40,5,1694.99,1768.333,3463.323
840,United States of America,1958,40-44,40,5,5832.353,5911.572,11743.925
826,United Kingdom,1959,40-44,40,5,1660.668,1726.746,3387.414
840,United States of America,1959,40-44,40,5,5878.217,5959.506,11837.723
826,United Kingdom,1960,40-44,40,5,1657.686,1715.028,3372.714
840,United States of America,1960,40-44,40,5,5945.555,6027.475,11973.03
826,United Kingdom,1961,40-44,40,5,1670.799,1721.523,3392.322
840,United States of America,1961,40-44,40,5,6019.74,6108.83,12128.57
826,United Kingdom,1962,40-44,40,5,1715.421,1759.784,3475.205
840,United States of America,1962,40-44,40,5,6117.16,6211.065,12328.225
826,United Kingdom,1963,40-44,40,5,1775.638,1814.4,3590.038
840,United States of America,1963,40-44,40,5,6219.231,6314.633,12533.864
826,United Kingdom,1964,40-44,40,5,1824.758,1858.905,3683.663
840,United States of America,1964,40-44,40,5,6297.642,6392.383,12690.025
826,United Kingdom,1965,40-44,40,5,1846.491,1876.6,3723.091
840,United States of America,1965,40-44,40,5,6335.5,6429.176,12764.676
826,United Kingdom,1966,40-44,40,5,1839.909,1865.773,3705.682
840,United States of America,1966,40-44,40,5,6345.818,6432.72,12778.538
826,United Kingdom,1967,40-44,40,5,1809.18,1830.854,3640.034
840,United States of America,1967,40-44,40,5,6322.607,6402.758,12725.365
826,United Kingdom,1968,40-44,40,5,1762.901,1779.872,3542.773
840,United States of America,1968,40-44,40,5,6274.959,6344.688,12619.647
826,United Kingdom,1969,40-44,40,5,1716.769,1727.935,3444.704
840,United States of America,1969,40-44,40,5,6215.086,6267.87,12482.956
826,United Kingdom,1970,40-44,40,5,1680.742,1685.021,3365.763
840,United States of America,1970,40-44,40,5,6148.839,6179.554,12328.393
826,United Kingdom,1971,40-44,40,5,1653.386,1649.712,3303.098
840,United States of America,1971,40-44,40,5,6058.405,6072.363,12130.768
826,United Kingdom,1972,40-44,40,5,1633.843,1621.043,3254.886
840,United States of America,1972,40-44,40,5,5968.28,5951.98,11920.26
826,United Kingdom,1973,40-44,40,5,1620.852,1598.944,3219.796
840,United States of America,1973,40-44,40,5,5892.275,5834.905,11727.18
826,United Kingdom,1974,40-44,40,5,1611.246,1582.042,3193.288
840,United States of America,1974,40-44,40,5,5841.242,5741.994,11583.236
826,United Kingdom,1975,40-44,40,5,1602.999,1569.507,3172.506
840,United States of America,1975,40-44,40,5,5815.975,5685.797,11501.772
826,United Kingdom,1976,40-44,40,5,1597.648,1563.997,3161.645
840,United States of America,1976,40-44,40,5,5731.278,5661.308,11392.586
826,United Kingdom,1977,40-44,40,5,1595.819,1564.973,3160.792
840,United States of America,1977,40-44,40,5,5699.057,5679.375,11378.432
826,United Kingdom,1978,40-44,40,5,1597.424,1571.179,3168.603
840,United States of America,1978,40-44,40,5,5732.99,5742.295,11475.285
826,United Kingdom,1979,40-44,40,5,1602.103,1580.494,3182.597
840,United States of America,1979,40-44,40,5,5819.624,5846.048,11665.672
826,United Kingdom,1980,40-44,40,5,1609.805,1591.816,3201.621
840,United States of America,1980,40-44,40,5,5926.516,5983.843,11910.359
826,United Kingdom,1981,40-44,40,5,1618.765,1603.192,3221.957
840,United States of America,1981,40-44,40,5,6047.41,6145.559,12192.969
826,United Kingdom,1982,40-44,40,5,1628.286,1613.274,3241.56
840,United States of America,1982,40-44,40,5,6173.783,6344.584,12518.367
826,United Kingdom,1983,40-44,40,5,1643.885,1627.822,3271.707
840,United States of America,1983,40-44,40,5,6327.599,6585.471,12913.07
826,United Kingdom,1984,40-44,40,5,1673.874,1656.729,3330.603
840,United States of America,1984,40-44,40,5,6537.529,6868.621,13406.15
826,United Kingdom,1985,40-44,40,5,1721.796,1705.322,3427.118
840,United States of America,1985,40-44,40,5,6811.933,7185.685,13997.618
826,United Kingdom,1986,40-44,40,5,1782.683,1770.696,3553.379
840,United States of America,1986,40-44,40,5,7122.189,7508.87,14631.059
826,United Kingdom,1987,40-44,40,5,1865.746,1859.189,3724.935
840,United States of America,1987,40-44,40,5,7503.774,7877.72,15381.494
826,United Kingdom,1988,40-44,40,5,1954.039,1952.424,3906.463
840,United States of America,1988,40-44,40,5,7935.236,8280.451,16215.687
826,United Kingdom,1989,40-44,40,5,2020.519,2022.359,4042.878
840,United States of America,1989,40-44,40,5,8369.742,8681.117,17050.859
826,United Kingdom,1990,40-44,40,5,2048.767,2053.006,4101.773
840,United States of America,1990,40-44,40,5,8767.559,9043.392,17810.951
826,United Kingdom,1991,40-44,40,5,2039.783,2047.317,4087.1
840,United States of America,1991,40-44,40,5,9052.983,9300.217,18353.2
826,United Kingdom,1992,40-44,40,5,1993.286,2003.637,3996.923
840,United States of America,1992,40-44,40,5,9298.473,9508.657,18807.13
826,United Kingdom,1993,40-44,40,5,1927.347,1940.323,3867.67
840,United States of America,1993,40-44,40,5,9531.384,9700.83,19232.214
826,United Kingdom,1994,40-44,40,5,1870.974,1886.763,3757.737
840,United States of America,1994,40-44,40,5,9782.652,9912.825,19695.477
826,United Kingdom,1995,40-44,40,5,1842.172,1861.179,3703.351
840,United States of America,1995,40-44,40,5,10062.149,10155.711,20217.86
826,United Kingdom,1996,40-44,40,5,1833.491,1856.851,3690.342
840,United States of America,1996,40-44,40,5,10327.972,10393.947,20721.919
826,United Kingdom,1997,40-44,40,5,1848.91,1875.864,3724.774
840,United States of America,1997,40-44,40,5,10593.615,10638.949,21232.564
826,United Kingdom,1998,40-44,40,5,1885.327,1914.835,3800.162
840,United States of America,1998,40-44,40,5,10844.151,10871.261,21715.412
826,United Kingdom,1999,40-44,40,5,1935.069,1966.251,3901.32
840,United States of America,1999,40-44,40,5,11055.639,11060.11,22115.749
826,United Kingdom,1999,45-49,45,5,1854.442,1881.741,3736.183
840,United States of America,1999,45-49,45,5,9779.885,9984.643,19764.528
826,United Kingdom,1998,45-49,45,5,1906.189,1931.921,3838.11
840,United States of America,1998,45-49,45,5,9505.986,9743.474,19249.46
826,United Kingdom,1997,45-49,45,5,1967.889,1991.381,3959.27
840,United States of America,1997,45-49,45,5,9206.886,9479.524,18686.41
826,United Kingdom,1996,45-49,45,5,2012.217,2032.623,4044.84
840,United States of America,1996,45-49,45,5,8874.503,9182.056,18056.559
826,United Kingdom,1995,45-49,45,5,2021.961,2038.319,4060.28
840,United States of America,1995,45-49,45,5,8514.838,8854.037,17368.875
826,United Kingdom,1994,45-49,45,5,1993.38,2007.495,4000.875
840,United States of America,1994,45-49,45,5,8167.824,8539.285,16707.109
826,United Kingdom,1993,45-49,45,5,1928.433,1939.313,3867.746
840,United States of America,1993,45-49,45,5,7787.273,8190.098,15977.371
826,United Kingdom,1992,45-49,45,5,1841.424,1848.419,3689.843
840,United States of America,1992,45-49,45,5,7388.027,7812.563,15200.59
826,United Kingdom,1991,45-49,45,5,1757.331,1760.545,3517.876
840,United States of America,1991,45-49,45,5,7010.578,7434.533,14445.111
826,United Kingdom,1990,45-49,45,5,1692.629,1692.754,3385.383
840,United States of America,1990,45-49,45,5,6691.326,7086.005,13777.331
826,United Kingdom,1989,45-49,45,5,1643.998,1642.481,3286.479
840,United States of America,1989,45-49,45,5,6430.296,6787.515,13217.811
826,United Kingdom,1988,45-49,45,5,1612.362,1610.877,3223.239
840,United States of America,1988,45-49,45,5,6245.321,6529.985,12775.306
826,United Kingdom,1987,45-49,45,5,1594.185,1593.93,3188.115
840,United States of America,1987,45-49,45,5,6110.392,6304.135,12414.527
826,United Kingdom,1986,45-49,45,5,1582.662,1583.15,3165.812
840,United States of America,1986,45-49,45,5,5990.388,6106.08,12096.468
826,United Kingdom,1985,45-49,45,5,1574.051,1573.365,3147.416
840,United States of America,1985,45-49,45,5,5868.789,5941.478,11810.267
826,United Kingdom,1984,45-49,45,5,1565.431,1561.837,3127.268
840,United States of America,1984,45-49,45,5,5742.439,5816.201,11558.64
826,United Kingdom,1983,45-49,45,5,1561.402,1552.968,3114.37
840,United States of America,1983,45-49,45,5,5619.189,5731.543,11350.732
826,United Kingdom,1982,45-49,45,5,1561.234,1547.684,3108.918
840,United States of America,1982,45-49,45,5,5509.61,5683.062,11192.672
826,United Kingdom,1981,45-49,45,5,1564.469,1547.632,3112.101
840,United States of America,1981,45-49,45,5,5436.756,5668.443,11105.199
826,United Kingdom,1980,45-49,45,5,1571.09,1553.821,3124.911
840,United States of America,1980,45-49,45,5,5417.424,5687.806,11105.23
826,United Kingdom,1979,45-49,45,5,1578.062,1562.955,3141.017
840,United States of America,1979,45-49,45,5,5502.675,5735.948,11238.623
826,United Kingdom,1978,45-49,45,5,1586.663,1576.433,3163.096
840,United States of America,1978,45-49,45,5,5627.007,5814.768,11441.775
826,United Kingdom,1977,45-49,45,5,1598.891,1595.697,3194.588
840,United States of America,1977,45-49,45,5,5764.567,5911.456,11676.023
826,United Kingdom,1976,45-49,45,5,1617.892,1622.629,3240.521
840,United States of America,1976,45-49,45,5,5895.343,6010.098,11905.441
826,United Kingdom,1975,45-49,45,5,1644.924,1657.288,3302.212
840,United States of America,1975,45-49,45,5,6014.408,6100.434,12114.842
826,United Kingdom,1974,45-49,45,5,1677.316,1698.434,3375.75
840,United States of America,1974,45-49,45,5,6072.121,6181.557,12253.678
826,United Kingdom,1973,45-49,45,5,1719.855,1749.61,3469.465
840,United States of America,1973,45-49,45,5,6131.86,6254.934,12386.794
826,United Kingdom,1972,45-49,45,5,1763.122,1801.006,3564.128
840,United States of America,1972,45-49,45,5,6184.765,6313.758,12498.523
826,United Kingdom,1971,45-49,45,5,1791.599,1836.469,3628.068
840,United States of America,1971,45-49,45,5,6218.357,6347.254,12565.611
826,United Kingdom,1970,45-49,45,5,1795.95,1846.031,3641.981
840,United States of America,1970,45-49,45,5,6224.141,6346.84,12570.981
826,United Kingdom,1969,45-49,45,5,1776.079,1830.461,3606.54
840,United States of America,1969,45-49,45,5,6173.262,6305.816,12479.078
826,United Kingdom,1968,45-49,45,5,1729.778,1786.731,3516.509
840,United States of America,1968,45-49,45,5,6091.787,6230.304,12322.091
826,United Kingdom,1967,45-49,45,5,1672.521,1730.746,3403.267
840,United States of America,1967,45-49,45,5,5991.092,6133.938,12125.03
826,United Kingdom,1966,45-49,45,5,1629.696,1688.882,3318.578
840,United States of America,1966,45-49,45,5,5891.757,6037.207,11928.964
826,United Kingdom,1965,45-49,45,5,1617.375,1677.966,3295.341
840,United States of America,1965,45-49,45,5,5808.479,5951.971,11760.45
826,United Kingdom,1964,45-49,45,5,1626.159,1692.133,3318.292
840,United States of America,1964,45-49,45,5,5739.158,5874.332,11613.49
826,United Kingdom,1963,45-49,45,5,1661.128,1734.191,3395.319
840,United States of America,1963,45-49,45,5,5684.36,5812.157,11496.517
826,United Kingdom,1962,45-49,45,5,1711.195,1792.209,3503.404
840,United States of America,1962,45-49,45,5,5642.105,5767.371,11409.476
826,United Kingdom,1961,45-49,45,5,1759.346,1847.209,3606.555
840,United States of America,1961,45-49,45,5,5604.505,5733.688,11338.193
826,United Kingdom,1960,45-49,45,5,1795.624,1887.285,3682.909
840,United States of America,1960,45-49,45,5,5563.89,5700.151,11264.041
826,United Kingdom,1959,45-49,45,5,1816.5,1908.263,3724.763
840,United States of America,1959,45-49,45,5,5484.87,5627.533,11112.403
826,United Kingdom,1958,45-49,45,5,1827.159,1916.211,3743.37
840,United States of America,1958,45-49,45,5,5376.523,5521.601,10898.124
826,United Kingdom,1957,45-49,45,5,1829.467,1913.965,3743.432
840,United States of America,1957,45-49,45,5,5242.148,5381.318,10623.466
826,United Kingdom,1956,45-49,45,5,1827.401,1906.725,3734.126
840,United States of America,1956,45-49,45,5,5106.209,5227.688,10333.897
826,United Kingdom,1955,45-49,45,5,1821.945,1896.349,3718.294
840,United States of America,1955,45-49,45,5,4998.216,5090.264,10088.48
826,United Kingdom,1954,45-49,45,5,1824.101,1894.254,3718.355
840,United States of America,1954,45-49,45,5,4993.686,5071.757,10065.443
826,United Kingdom,1953,45-49,45,5,1820.751,1889.53,3710.281
840,United States of America,1953,45-49,45,5,4988.706,5050.288,10038.994
826,United Kingdom,1952,45-49,45,5,1806.158,1879.376,3685.534
840,United States of America,1952,45-49,45,5,4942.033,4989.341,9931.374
826,United Kingdom,1951,45-49,45,5,1780.019,1864.53,3644.549
840,United States of America,1951,45-49,45,5,4843.304,4880.188,9723.492
826,United Kingdom,1950,45-49,45,5,1753.423,1853.403,3606.826
840,United States of America,1950,45-49,45,5,4728.064,4754.626,9482.69
826,United Kingdom,1950,50-54,50,5,1470.722,1694.688,3165.41
840,United States of America,1950,50-54,50,5,4286.749,4349.461,8636.21
826,United Kingdom,1951,50-54,50,5,1497.876,1708.523,3206.399
840,United States of America,1951,50-54,50,5,4309.513,4397.13,8706.643
826,United Kingdom,1952,50-54,50,5,1542.126,1729.813,3271.939
840,United States of America,1952,50-54,50,5,4385.146,4485.268,8870.414
826,United Kingdom,1953,50-54,50,5,1594.316,1751.801,3346.117
840,United States of America,1953,50-54,50,5,4521.702,4621.564,9143.266
826,United Kingdom,1954,50-54,50,5,1645.404,1771.919,3417.323
840,United States of America,1954,50-54,50,5,4691.201,4783.995,9475.196
826,United Kingdom,1955,50-54,50,5,1688.581,1789.663,3478.244
840,United States of America,1955,50-54,50,5,4843.134,4930.372,9773.506
826,United Kingdom,1956,50-54,50,5,1717.727,1809.153,3526.88
840,United States of America,1956,50-54,50,5,4872.385,4993.096,9865.481
826,United Kingdom,1957,50-54,50,5,1732.05,1821.316,3553.366
840,United States of America,1957,50-54,50,5,4874.158,5035.09,9909.248
826,United Kingdom,1958,50-54,50,5,1738.388,1830.309,3568.697
840,United States of America,1958,50-54,50,5,4885.331,5088.109,9973.44
826,United Kingdom,1959,50-54,50,5,1744.448,1839.781,3584.229
840,United States of America,1959,50-54,50,5,4937.969,5175.765,10113.734
826,United Kingdom,1960,50-54,50,5,1753.087,1850.367,3603.454
840,United States of America,1960,50-54,50,5,5032.494,5292.271,10324.765
826,United Kingdom,1961,50-54,50,5,1754.248,1856.178,3610.426
840,United States of America,1961,50-54,50,5,5088.853,5360.722,10449.575
826,United Kingdom,1962,50-54,50,5,1760.543,1864.474,3625.017
840,United States of America,1962,50-54,50,5,5159.067,5425.081,10584.148
826,United Kingdom,1963,50-54,50,5,1766.08,1869.442,3635.522
840,United States of America,1963,50-54,50,5,5228.543,5473.074,10701.617
826,United Kingdom,1964,50-54,50,5,1761.846,1862.454,3624.3
840,United States of America,1964,50-54,50,5,5287.333,5504.848,10792.181
826,United Kingdom,1965,50-54,50,5,1743.443,1839.688,3583.131
840,United States of America,1965,50-54,50,5,5336.418,5532.183,10868.601
826,United Kingdom,1966,50-54,50,5,1703.182,1798.96,3502.142
840,United States of America,1966,50-54,50,5,5372.42,5576.933,10949.353
826,United Kingdom,1967,50-54,50,5,1649.312,1744.095,3393.407
840,United States of America,1967,50-54,50,5,5410.584,5627.164,11037.748
826,United Kingdom,1968,50-54,50,5,1593.39,1686.848,3280.238
840,United States of America,1968,50-54,50,5,5454.751,5679.441,11134.192
826,United Kingdom,1969,50-54,50,5,1554.769,1646.4,3201.169
840,United States of America,1969,50-54,50,5,5514.521,5737.914,11252.435
826,United Kingdom,1970,50-54,50,5,1545.021,1634.04,3179.061
840,United States of America,1970,50-54,50,5,5595.928,5808.692,11404.62
826,United Kingdom,1971,50-54,50,5,1560.045,1647.727,3207.772
840,United States of America,1971,50-54,50,5,5664.955,5891.33,11556.285
826,United Kingdom,1972,50-54,50,5,1604.99,1689.324,3294.314
840,United States of America,1972,50-54,50,5,5749.788,5987.717,11737.505
826,United Kingdom,1973,50-54,50,5,1664.012,1743.411,3407.423
840,United States of America,1973,50-54,50,5,5837.961,6082.064,11920.025
826,United Kingdom,1974,50-54,50,5,1712.275,1785.554,3497.829
840,United States of America,1974,50-54,50,5,5910.513,6155.149,12065.662
826,United Kingdom,1975,50-54,50,5,1734.789,1801.038,3535.827
840,United States of America,1975,50-54,50,5,5955.863,6197.447,12153.31
826,United Kingdom,1976,50-54,50,5,1728.577,1790.561,3519.138
840,United States of America,1976,50-54,50,5,5933.064,6216.59,12149.654
826,United Kingdom,1977,50-54,50,5,1700.002,1756.34,3456.342
840,United States of America,1977,50-54,50,5,5885.049,6213.376,12098.425
826,United Kingdom,1978,50-54,50,5,1658.7,1707.821,3366.521
840,United States of America,1978,50-54,50,5,5816.891,6186.901,12003.792
826,United Kingdom,1979,50-54,50,5,1619.385,1660.054,3279.439
840,United States of America,1979,50-54,50,5,5732.463,6138.745,11871.208
826,United Kingdom,1980,50-54,50,5,1590.532,1622.295,3212.827
840,United States of America,1980,50-54,50,5,5632.385,6072.31,11704.695
826,United Kingdom,1981,50-54,50,5,1565.777,1589.756,3155.533
840,United States of America,1981,50-54,50,5,5541.944,5975.545,11517.489
826,United Kingdom,1982,50-54,50,5,1548.649,1564.783,3113.432
840,United States of America,1982,50-54,50,5,5446.08,5867.725,11313.805
826,United Kingdom,1983,50-54,50,5,1537.673,1546.893,3084.566
840,United States of America,1983,50-54,50,5,5360.312,5761.958,11122.27
826,United Kingdom,1984,50-54,50,5,1530.307,1534.468,3064.775
840,United States of America,1984,50-54,50,5,5306.711,5677.611,10984.322
826,United Kingdom,1985,50-54,50,5,1525.178,1526.53,3051.708
840,United States of America,1985,50-54,50,5,5297.448,5627.074,10924.522
826,United Kingdom,1986,50-54,50,5,1517.189,1519.346,3036.535
840,United States of America,1986,50-54,50,5,5310.889,5595.613,10906.502
826,United Kingdom,1987,50-54,50,5,1515.103,1520.058,3035.161
840,United States of America,1987,50-54,50,5,5374.297,5605.464,10979.761
826,United Kingdom,1988,50-54,50,5,1517.937,1526.723,3044.66
840,United States of America,1988,50-54,50,5,5477.337,5659.655,11136.992
826,United Kingdom,1989,50-54,50,5,1524.59,1536.606,3061.196
840,United States of America,1989,50-54,50,5,5598.78,5754.544,11353.324
826,United Kingdom,1990,50-54,50,5,1534.713,1548.451,3083.164
840,United States of America,1990,50-54,50,5,5724.29,5883.207,11607.497
826,United Kingdom,1991,50-54,50,5,1546.114,1562.009,3108.123
840,United States of America,1991,50-54,50,5,5828.997,6029.389,11858.386
826,United Kingdom,1992,50-54,50,5,1558.367,1574.874,3133.241
840,United States of America,1992,50-54,50,5,5940.576,6211.408,12151.984
826,United Kingdom,1993,50-54,50,5,1576.459,1592.871,3169.33
840,United States of America,1993,50-54,50,5,6084.18,6437.666,12521.846
826,United Kingdom,1994,50-54,50,5,1608.755,1625.351,3234.106
840,United States of America,1994,50-54,50,5,6289.022,6712.852,13001.874
826,United Kingdom,1995,50-54,50,5,1659.265,1676.641,3335.906
840,United States of America,1995,50-54,50,5,6562.329,7029.749,13592.078
826,United Kingdom,1996,50-54,50,5,1721.411,1742.179,3463.59
840,United States of America,1996,50-54,50,5,6868.782,7362.211,14230.993
826,United Kingdom,1997,50-54,50,5,1804.05,1828.272,3632.322
840,United States of America,1997,50-54,50,5,7254.465,7748.506,15002.971
826,United Kingdom,1998,50-54,50,5,1890.841,1918.179,3809.02
840,United States of America,1998,50-54,50,5,7695.904,8170.182,15866.086
826,United Kingdom,1999,50-54,50,5,1956.483,1986.059,3942.542
840,United States of America,1999,50-54,50,5,8140.823,8585.97,16726.793
826,United Kingdom,1999,55-59,55,5,1561.748,1599.67,3161.418
840,United States of America,1999,55-59,55,5,6111.744,6634.933,12746.677
826,United Kingdom,1998,55-59,55,5,1528.183,1566.417,3094.6
840,United States of America,1998,55-59,55,5,5911.667,6361.179,12272.846
826,United Kingdom,1997,55-59,55,5,1508.723,1547.09,3055.813
840,United States of America,1997,55-59,55,5,5753.983,6119.747,11873.73
826,United Kingdom,1996,55-59,55,5,1495.821,1533.405,3029.226
840,United States of America,1996,55-59,55,5,5613.465,5911.273,11524.738
826,United Kingdom,1995,55-59,55,5,1484.769,1519.968,3004.737
840,United States of America,1995,55-59,55,5,5480.916,5741.546,11222.462
826,United Kingdom,1994,55-59,55,5,1470.875,1505.215,2976.09
840,United States of America,1994,55-59,55,5,5352.88,5609.079,10961.959
826,United Kingdom,1993,55-59,55,5,1461.936,1493.497,2955.433
840,United States of America,1993,55-59,55,5,5235.231,5518.834,10754.065
826,United Kingdom,1992,55-59,55,5,1457.688,1485.531,2943.219
840,United States of America,1992,55-59,55,5,5133.786,5467.737,10601.523
826,United Kingdom,1991,55-59,55,5,1457.807,1482.846,2940.653
840,United States of America,1991,55-59,55,5,5065.952,5454.506,10520.458
826,United Kingdom,1990,55-59,55,5,1462.185,1486.597,2948.782
840,United States of America,1990,55-59,55,5,5045.424,5478.526,10523.95
826,United Kingdom,1989,55-59,55,5,1464.957,1494.097,2959.054
840,United States of America,1989,55-59,55,5,5054.515,5530.251,10584.766
826,United Kingdom,1988,55-59,55,5,1469.257,1504.975,2974.232
840,United States of America,1988,55-59,55,5,5109.382,5615.781,10725.163
826,United Kingdom,1987,55-59,55,5,1476.823,1520.445,2997.268
840,United States of America,1987,55-59,55,5,5193.569,5720.99,10914.559
826,United Kingdom,1986,55-59,55,5,1491.177,1543.178,3034.355
840,United States of America,1986,55-59,55,5,5282.848,5826.562,11109.41
826,United Kingdom,1985,55-59,55,5,1514.74,1574.862,3089.602
840,United States of America,1985,55-59,55,5,5362.022,5918.781,11280.803
826,United Kingdom,1984,55-59,55,5,1536.728,1608.524,3145.252
840,United States of America,1984,55-59,55,5,5417.084,5987.465,11404.549
826,United Kingdom,1983,55-59,55,5,1569.108,1652.32,3221.428
840,United States of America,1983,55-59,55,5,5463.292,6046.095,11509.387
826,United Kingdom,1982,55-59,55,5,1604.404,1697.506,3301.91
840,United States of America,1982,55-59,55,5,5497.817,6091.855,11589.672
826,United Kingdom,1981,55-59,55,5,1629.198,1729.706,3358.904
840,United States of America,1981,55-59,55,5,5517.657,6117.252,11634.909
826,United Kingdom,1980,55-59,55,5,1634.644,1740.164,3374.808
840,United States of America,1980,55-59,55,5,5520.304,6113.344,11633.648
826,United Kingdom,1979,55-59,55,5,1613.694,1724.917,3338.611
840,United States of America,1979,55-59,55,5,5500.137,6045.895,11546.032
826,United Kingdom,1978,55-59,55,5,1568.915,1684.159,3253.074
840,United States of America,1978,55-59,55,5,5445.676,5944.468,11390.144
826,United Kingdom,1977,55-59,55,5,1513.567,1631.965,3145.532
840,United States of America,1977,55-59,55,5,5369.712,5827.114,11196.826
826,United Kingdom,1976,55-59,55,5,1470.778,1592.17,3062.948
840,United States of America,1976,55-59,55,5,5292.048,5716.871,11008.919
826,United Kingdom,1975,55-59,55,5,1455.822,1580.021,3035.843
840,United States of America,1975,55-59,55,5,5222.887,5624.248,10847.135
826,United Kingdom,1974,55-59,55,5,1459.839,1589.506,3049.345
840,United States of America,1974,55-59,55,5,5144.449,5535.992,10680.441
826,United Kingdom,1973,55-59,55,5,1493.238,1627.233,3120.471
840,United States of America,1973,55-59,55,5,5086.069,5468.262,10554.331
826,United Kingdom,1972,55-59,55,5,1545.46,1682.33,3227.79
840,United States of America,1972,55-59,55,5,5045.409,5424.983,10470.392
826,United Kingdom,1971,55-59,55,5,1597.335,1735.195,3332.53
840,United States of America,1971,55-59,55,5,5011.674,5397.352,10409.026
826,United Kingdom,1970,55-59,55,5,1636.339,1773.032,3409.371
840,United States of America,1970,55-59,55,5,4974.308,5369.003,10343.311
826,United Kingdom,1969,55-59,55,5,1656.334,1796.646,3452.98
840,United States of America,1969,55-59,55,5,4913.257,5315.827,10229.084
826,United Kingdom,1968,55-59,55,5,1664.378,1806.24,3470.618
840,United States of America,1968,55-59,55,5,4863.168,5276.006,10139.174
826,United Kingdom,1967,55-59,55,5,1663.516,1804.91,3468.426
840,United States of America,1967,55-59,55,5,4826.233,5252.548,10078.781
826,United Kingdom,1966,55-59,55,5,1660.33,1799.993,3460.323
840,United States of America,1966,55-59,55,5,4799.35,5235.987,10035.337
826,United Kingdom,1965,55-59,55,5,1659.641,1797.08,3456.721
840,United States of America,1965,55-59,55,5,4773.954,5209.85,9983.804
826,United Kingdom,1964,55-59,55,5,1646.435,1785.15,3431.585
840,United States of America,1964,55-59,55,5,4698.104,5122.247,9820.351
826,United Kingdom,1963,55-59,55,5,1633.487,1771.246,3404.733
840,United States of America,1963,55-59,55,5,4633.547,5030.8,9664.347
826,United Kingdom,1962,55-59,55,5,1619.904,1756.064,3375.968
840,United States of America,1962,55-59,55,5,4587.078,4950.072,9537.15
826,United Kingdom,1961,55-59,55,5,1603.46,1740.321,3343.781
840,United States of America,1961,55-59,55,5,4552.443,4883.432,9435.875
826,United Kingdom,1960,55-59,55,5,1582.406,1724.575,3306.981
840,United States of America,1960,55-59,55,5,4515.242,4821.32,9336.562
826,United Kingdom,1959,55-59,55,5,1539.38,1701.216,3240.596
840,United States of America,1959,55-59,55,5,4422.349,4707.944,9130.293
826,United Kingdom,1958,55-59,55,5,1488.648,1677.147,3165.795
840,United States of America,1958,55-59,55,5,4302.657,4574.388,8877.045
826,United Kingdom,1957,55-59,55,5,1434.908,1653.251,3088.159
840,United States of America,1957,55-59,55,5,4162.419,4422.784,8585.203
826,United Kingdom,1956,55-59,55,5,1384.657,1629.457,3014.114
840,United States of America,1956,55-59,55,5,4031.978,4275.459,8307.437
826,United Kingdom,1955,55-59,55,5,1341.14,1604.408,2945.548
840,United States of America,1955,55-59,55,5,3939.501,4155.577,8095.078
826,United Kingdom,1954,55-59,55,5,1309.19,1586.348,2895.538
840,United States of America,1954,55-59,55,5,3888.273,4082.834,7971.107
826,United Kingdom,1953,55-59,55,5,1286.071,1568.881,2854.952
840,United States of America,1953,55-59,55,5,3868.476,4033.151,7901.627
826,United Kingdom,1952,55-59,55,5,1267.243,1550.03,2817.273
840,United States of America,1952,55-59,55,5,3848.576,3981.649,7830.225
826,United Kingdom,1951,55-59,55,5,1251.389,1531.145,2782.534
