LocID,Location,Time,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
NA,NA,NA,NA,NA,NA,NA,NA,NA 
NA,NA,NA,NA,NA,NA,NA,NA,NA 
NA,NA,NA,NA,NA,NA,NA,NA,NA 
NA,NA,NA,NA,NA,NA,NA,NA,NA 
826,United Kingdom,2029,14-Oct,10,5,2045.595,1951.319,3996.914
840,United States of America,2029,14-Oct,10,5,10149.855,9727.715,19877.57
826,United Kingdom,2030,14-Oct,10,5,2025.514,1931.692,3957.206
840,United States of America,2030,14-Oct,10,5,10147.063,9721.374,19868.437
826,United Kingdom,2031,14-Oct,10,5,2019.977,1926.438,3946.415
840,United States of America,2031,14-Oct,10,5,10211.483,9789.769,20001.252
826,United Kingdom,2032,14-Oct,10,5,2018.875,1925.176,3944.051
840,United States of America,2032,14-Oct,10,5,10287.743,9865.912,20153.655
826,United Kingdom,2033,14-Oct,10,5,2020.127,1925.929,3946.056
840,United States of America,2033,14-Oct,10,5,10368.101,9942.2,20310.301
826,United Kingdom,2034,14-Oct,10,5,2019.303,1924.53,3943.833
840,United States of America,2034,14-Oct,10,5,10440.153,10007.376,20447.529
826,United Kingdom,2035,14-Oct,10,5,2013.167,1917.975,3931.142
840,United States of America,2035,14-Oct,10,5,10495.558,10054.57,20550.128
826,United Kingdom,2036,14-Oct,10,5,2011.045,1916.331,3927.376
840,United States of America,2036,14-Oct,10,5,10587.74,10147.416,20735.156
826,United Kingdom,2037,14-Oct,10,5,2004.11,1910.009,3914.119
840,United States of America,2037,14-Oct,10,5,10657.086,10216.011,20873.097
826,United Kingdom,2038,14-Oct,10,5,1993.178,1899.723,3892.901
840,United States of America,2038,14-Oct,10,5,10703.902,10260.169,20964.071
826,United Kingdom,2039,14-Oct,10,5,1980.124,1887.18,3867.304
840,United States of America,2039,14-Oct,10,5,10731.372,10282.91,21014.282
826,United Kingdom,2040,14-Oct,10,5,1966.723,1874.041,3840.764
840,United States of America,2040,14-Oct,10,5,10743.385,10288.457,21031.842
826,United Kingdom,2041,14-Oct,10,5,1961.325,1869.299,3830.624
840,United States of America,2041,14-Oct,10,5,10792.169,10339.546,21131.715
826,United Kingdom,2042,14-Oct,10,5,1954.753,1863.221,3817.974
840,United States of America,2042,14-Oct,10,5,10819.204,10367.481,21186.685
826,United Kingdom,2043,14-Oct,10,5,1947.17,1855.995,3803.165
840,United States of America,2043,14-Oct,10,5,10825.509,10372.697,21198.206
826,United Kingdom,2044,14-Oct,10,5,1939.415,1848.42,3787.835
840,United States of America,2044,14-Oct,10,5,10815.51,10359.429,21174.939
826,United Kingdom,2045,14-Oct,10,5,1932.838,1841.748,3774.586
840,United States of America,2045,14-Oct,10,5,10795.702,10334.468,21130.17
826,United Kingdom,2046,14-Oct,10,5,1936.652,1845.74,3782.392
840,United States of America,2046,14-Oct,10,5,10821.234,10363.421,21184.655
826,United Kingdom,2047,14-Oct,10,5,1941.143,1850.245,3791.388
840,United States of America,2047,14-Oct,10,5,10833.565,10377.662,21211.227
826,United Kingdom,2048,14-Oct,10,5,1945.53,1854.416,3799.946
840,United States of America,2048,14-Oct,10,5,10831.411,10375.248,21206.659
826,United Kingdom,2049,14-Oct,10,5,1949.202,1857.64,3806.842
840,United States of America,2049,14-Oct,10,5,10814.828,10356.141,21170.969
826,United Kingdom,2049,15-19,15,5,1982.648,1892.043,3874.691
840,United States of America,2049,15-19,15,5,11091.435,10668.441,21759.876
826,United Kingdom,2048,15-19,15,5,1990.145,1899.453,3889.598
840,United States of America,2048,15-19,15,5,11099.115,10678.425,21777.54
826,United Kingdom,2047,15-19,15,5,1997.259,1906.194,3903.453
840,United States of America,2047,15-19,15,5,11088.964,10669.146,21758.11
826,United Kingdom,2046,15-19,15,5,2003.473,1911.807,3915.28
